episode_id,seed,task_id,step,day,hour,weather,battery_level,solar_output,wind_output,generation,grid_price,home_demand,rule_action,rule_action_name,rule_reward,optimal_action,optimal_action_name,optimal_reward,reward_gap
17,5,2,13,1,12,sunny,100,15.16,2.36,17.52,5.29,6.22,0,STORE,-0.876,0,STORE,-0.876,0.0
17,5,2,14,1,13,sunny,100,14.78,2.97,17.75,5.05,7.36,0,STORE,-0.8875,0,STORE,-0.8875,0.0
17,5,2,15,1,14,sunny,100,13.15,4.54,17.69,4.8,7.56,0,STORE,-0.8845,0,STORE,-0.8845,0.0
17,5,2,16,1,15,cloudy,100,3.36,7.84,11.2,4.51,6.98,0,STORE,-0.56,0,STORE,-0.56,0.0
17,5,2,17,1,16,cloudy,100,2.5,5.52,8.02,5.48,7.28,0,STORE,-0.401,0,STORE,-0.401,0.0
17,5,2,18,1,17,sunny,100,3.9,5.09,8.99,11.59,6.69,2,SELL,1.0419,2,SELL,1.0419,0.0
17,5,2,19,1,18,cloudy,93.31,0.13,7.66,7.79,12.18,12.52,2,SELL,0.9488,2,SELL,0.9488,0.0
17,5,2,20,1,19,sunny,80.79,0.22,2.59,2.81,12.08,11.69,2,SELL,0.3394,2,SELL,0.3394,0.0
17,5,2,21,1,20,sunny,69.1,0.03,4.47,4.5,11.91,12.35,2,SELL,0.556,2,SELL,0.556,0.0
17,5,2,22,1,21,sunny,56.75,0.45,5.59,6.04,6.58,11.01,1,DISTRIBUTE,-1.471,1,DISTRIBUTE,-1.471,0.0
17,5,2,23,1,22,sunny,56.75,0.08,3.4,3.48,6.63,6.42,1,DISTRIBUTE,-0.862,1,DISTRIBUTE,-0.862,0.0
17,5,2,24,1,23,sunny,56.75,0.37,2.56,2.93,6.7,7.95,1,DISTRIBUTE,-1.486,1,DISTRIBUTE,-1.486,0.0
18,5,3,1,1,0,sunny,50.0,0.09,3.42,3.51,2.81,3.38,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,2,1,1,sunny,53.51,0.45,2.08,2.53,3.2,4.58,1,DISTRIBUTE,-0.595,1,DISTRIBUTE,-0.595,0.0
18,5,3,3,1,2,sunny,53.51,0.01,2.14,2.15,3.4,4.11,1,DISTRIBUTE,-0.568,1,DISTRIBUTE,-0.568,0.0
18,5,3,4,1,3,sunny,53.51,0.21,4.91,5.12,3.49,4.67,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,5,1,4,sunny,58.63,0.32,3.49,3.81,3.1,4.51,1,DISTRIBUTE,-0.19,1,DISTRIBUTE,-0.19,0.0
18,5,3,6,1,5,sunny,58.63,0.24,5.34,5.58,3.14,3.84,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,7,1,6,sunny,64.21,0.36,5.51,5.87,6.33,6.27,1,DISTRIBUTE,-0.1,1,DISTRIBUTE,-0.1,0.0
18,5,3,8,1,7,sunny,64.21,4.34,2.3,6.64,6.03,11.44,1,DISTRIBUTE,-1.42,1,DISTRIBUTE,-1.42,0.0
18,5,3,9,1,8,sunny,64.21,7.72,5.57,13.29,5.52,11.13,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,10,1,9,sunny,77.5,11.03,4.78,15.81,5.8,11.96,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,11,1,10,sunny,93.31,13.26,5.59,18.85,4.98,7.48,0,STORE,-0.608,0,STORE,-0.608,0.0
18,5,3,12,1,11,sunny,100,14.56,3.36,17.92,5.24,6.93,0,STORE,-0.896,0,STORE,-0.896,0.0
18,5,3,13,1,12,sunny,100,15.44,4.94,20.38,5.36,7.54,0,STORE,-1.019,0,STORE,-1.019,0.0
18,5,3,14,1,13,sunny,100,14.77,2.68,17.45,4.98,7.85,0,STORE,-0.8725,0,STORE,-0.8725,0.0
18,5,3,15,1,14,sunny,100,13.43,4.46,17.89,5.0,7.14,0,STORE,-0.8945,0,STORE,-0.8945,0.0
18,5,3,16,1,15,sunny,100,10.72,5.09,15.81,5.08,6.24,0,STORE,-0.7905,0,STORE,-0.7905,0.0
18,5,3,17,1,16,sunny,100,7.59,2.67,10.26,5.48,7.32,0,STORE,-0.513,0,STORE,-0.513,0.0
18,5,3,18,1,17,sunny,100,4.21,3.68,7.89,12.3,6.59,2,SELL,0.9705,2,SELL,0.9705,0.0
18,5,3,19,1,18,sunny,93.41,0.36,4.84,5.2,11.76,12.85,2,SELL,0.6115,2,SELL,0.6115,0.0
18,5,3,20,1,19,sunny,80.56,0.48,3.58,4.06,11.54,12.13,2,SELL,0.4685,2,SELL,0.4685,0.0
18,5,3,21,1,20,sunny,68.43,0.3,5.47,5.77,11.57,11.62,2,SELL,0.6876,2,SELL,0.6876,0.0
18,5,3,22,1,21,sunny,56.81,0.26,5.08,5.34,6.76,11.57,1,DISTRIBUTE,-1.849,1,DISTRIBUTE,-1.849,0.0
18,5,3,23,1,22,sunny,56.81,0.07,4.18,4.25,6.91,7.34,1,DISTRIBUTE,-0.907,1,DISTRIBUTE,-0.907,0.0
18,5,3,24,1,23,sunny,56.81,0.45,4.09,4.54,7.17,7.87,1,DISTRIBUTE,-0.979,1,DISTRIBUTE,-0.979,0.0
18,5,3,25,2,0,sunny,56.81,0.08,5.2,5.28,3.36,3.23,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,26,2,1,sunny,62.09,0.28,2.52,2.8,2.85,3.6,1,DISTRIBUTE,-0.22,1,DISTRIBUTE,-0.22,0.0
18,5,3,27,2,2,sunny,62.09,0.2,2.96,3.16,2.79,3.16,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,28,2,3,sunny,65.25,0.42,3.92,4.34,2.69,3.68,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,29,2,4,sunny,69.59,0.49,2.08,2.57,2.51,3.23,1,DISTRIBUTE,-0.178,1,DISTRIBUTE,-0.178,0.0
18,5,3,30,2,5,sunny,69.59,0.34,2.5,2.84,3.43,3.13,1,DISTRIBUTE,-0.067,1,DISTRIBUTE,-0.067,0.0
18,5,3,31,2,6,sunny,69.59,0.07,3.6,3.67,6.45,6.48,1,DISTRIBUTE,-0.823,1,DISTRIBUTE,-0.823,0.0
18,5,3,32,2,7,sunny,69.59,4.21,3.06,7.27,5.64,11.07,1,DISTRIBUTE,-1.12,1,DISTRIBUTE,-1.12,0.0
18,5,3,33,2,8,sunny,69.59,7.82,3.36,11.18,5.97,12.31,1,DISTRIBUTE,-0.319,1,DISTRIBUTE,-0.319,0.0
18,5,3,34,2,9,sunny,69.59,10.84,3.84,14.68,5.86,11.69,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,35,2,10,sunny,84.27,13.06,3.17,16.23,4.68,7.64,0,STORE,-0.025,0,STORE,-0.025,0.0
18,5,3,36,2,11,sunny,100,14.59,4.57,19.16,4.57,7.4,0,STORE,-0.958,0,STORE,-0.958,0.0
18,5,3,37,2,12,sunny,100,15.36,4.09,19.45,4.52,7.87,0,STORE,-0.9725,0,STORE,-0.9725,0.0
18,5,3,38,2,13,sunny,100,14.59,5.33,19.92,5.38,7.3,0,STORE,-0.996,0,STORE,-0.996,0.0
18,5,3,39,2,14,sunny,100,13.15,5.9,19.05,5.38,6.81,0,STORE,-0.9525,0,STORE,-0.9525,0.0
18,5,3,40,2,15,sunny,100,10.63,4.15,14.78,5.01,6.74,0,STORE,-0.739,0,STORE,-0.739,0.0
18,5,3,41,2,16,sunny,100,7.95,2.24,10.19,5.14,7.23,0,STORE,-0.5095,0,STORE,-0.5095,0.0
18,5,3,42,2,17,sunny,100,4.26,5.51,9.77,11.71,6.64,2,SELL,1.1441,2,SELL,1.1441,0.0
18,5,3,43,2,18,sunny,93.36,0.13,4.62,4.75,11.77,11.69,2,SELL,0.5591,2,SELL,0.5591,0.0
18,5,3,44,2,19,sunny,81.67,0.05,2.61,2.66,12.09,12.45,2,SELL,0.3216,2,SELL,0.3216,0.0
18,5,3,45,2,20,sunny,69.22,0.24,3.93,4.17,12.5,11.04,2,SELL,0.5413,2,SELL,0.5413,0.0
18,5,3,46,2,21,sunny,58.18,0.01,2.72,2.73,7.0,11.52,1,DISTRIBUTE,-2.617,1,DISTRIBUTE,-2.617,0.0
18,5,3,47,2,22,sunny,58.18,0.43,2.44,2.87,6.96,6.72,1,DISTRIBUTE,-1.135,1,DISTRIBUTE,-1.135,0.0
18,5,3,48,2,23,sunny,58.18,0.0,5.03,5.03,7.44,6.54,1,DISTRIBUTE,-0.433,1,DISTRIBUTE,-0.433,0.0
18,5,3,49,3,0,cloudy,58.18,0.48,7.58,8.06,2.7,4.03,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,50,3,1,cloudy,66.24,0.05,4.36,4.41,3.25,4.77,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,51,3,2,cloudy,70.65,0.36,4.93,5.29,3.45,3.3,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,52,3,3,cloudy,75.94,0.37,6.85,7.22,2.9,4.89,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,53,3,4,cloudy,83.16,0.34,5.87,6.21,3.02,4.48,0,STORE,-0.0,0,STORE,-0.0,0.0
18,5,3,54,3,5,cloudy,89.37,0.31,7.76,8.07,2.73,3.76,0,STORE,-0.0,0,STORE,-0.0,0.0
18,5,3,55,3,6,cloudy,97.44,0.47,6.92,7.39,5.71,7.0,0,STORE,-0.2415,0,STORE,-0.2415,0.0
18,5,3,56,3,7,cloudy,100,1.49,4.21,5.7,5.63,12.06,1,DISTRIBUTE,-1.908,1,DISTRIBUTE,-1.908,0.0
18,5,3,57,3,8,cloudy,100,2.63,4.76,7.39,6.04,11.8,1,DISTRIBUTE,-1.323,1,DISTRIBUTE,-1.323,0.0
18,5,3,58,3,9,cloudy,100,3.58,7.1,10.68,5.63,12.19,1,DISTRIBUTE,-0.453,1,DISTRIBUTE,-0.453,0.0
18,5,3,59,3,10,cloudy,100,4.23,6.72,10.95,4.5,7.38,0,STORE,-0.5475,0,STORE,-0.5475,0.0
18,5,3,60,3,11,cloudy,100,4.62,4.84,9.46,5.5,6.06,0,STORE,-0.473,0,STORE,-0.473,0.0
18,5,3,61,3,12,cloudy,100,4.95,5.6,10.55,5.09,7.94,0,STORE,-0.5275,0,STORE,-0.5275,0.0
18,5,3,62,3,13,cloudy,100,4.37,7.88,12.25,5.42,7.45,0,STORE,-0.6125,0,STORE,-0.6125,0.0
18,5,3,63,3,14,cloudy,100,3.9,5.2,9.1,4.96,6.32,0,STORE,-0.455,0,STORE,-0.455,0.0
18,5,3,64,3,15,cloudy,100,3.52,4.72,8.24,4.63,6.57,0,STORE,-0.412,0,STORE,-0.412,0.0
18,5,3,65,3,16,cloudy,100,2.7,6.74,9.44,5.16,6.42,0,STORE,-0.472,0,STORE,-0.472,0.0
18,5,3,66,3,17,cloudy,100,1.29,4.79,6.08,12.37,6.44,2,SELL,0.7521,2,SELL,0.7521,0.0
18,5,3,67,3,18,cloudy,93.56,0.37,7.74,8.11,11.64,11.54,2,SELL,0.944,0,STORE,-0.0835,-1.0275
18,5,3,68,3,19,cloudy,100,0.27,7.32,7.59,12.01,12.13,2,SELL,0.9116,2,SELL,0.9116,0.0
18,5,3,69,3,20,cloudy,87.87,0.14,7.52,7.66,11.61,11.66,2,SELL,0.8893,0,STORE,-0.0,-0.8893
18,5,3,70,3,21,cloudy,95.53,0.34,4.91,5.25,7.34,12.76,1,DISTRIBUTE,-2.253,1,DISTRIBUTE,-2.253,0.0
18,5,3,71,3,22,cloudy,95.53,0.08,4.61,4.69,7.28,6.47,1,DISTRIBUTE,-0.534,1,DISTRIBUTE,-0.534,0.0
18,5,3,72,3,23,cloudy,95.53,0.27,6.27,6.54,6.67,6.1,0,STORE,-0.1035,0,STORE,-0.1035,0.0
18,5,3,73,4,0,stormy,100,0.0,9.69,9.69,2.78,4.91,1,DISTRIBUTE,-0.0956,1,DISTRIBUTE,-0.0956,0.0
18,5,3,74,4,1,stormy,100,0.0,12.83,12.83,3.19,4.14,1,DISTRIBUTE,-0.1738,1,DISTRIBUTE,-0.1738,0.0
18,5,3,75,4,2,stormy,100,0.0,12.7,12.7,2.87,4.05,1,DISTRIBUTE,-0.173,1,DISTRIBUTE,-0.173,0.0
18,5,3,76,4,3,stormy,100,0.0,10.24,10.24,3.33,3.3,1,DISTRIBUTE,-0.1388,1,DISTRIBUTE,-0.1388,0.0
18,5,3,77,4,4,stormy,100,0.0,9.02,9.02,2.96,4.61,1,DISTRIBUTE,-0.0882,1,DISTRIBUTE,-0.0882,0.0
18,5,3,78,4,5,stormy,100,0.0,13.78,13.78,2.55,3.79,1,DISTRIBUTE,-0.1998,1,DISTRIBUTE,-0.1998,0.0
18,5,3,79,4,6,stormy,100,0.0,11.25,11.25,6.48,7.3,1,DISTRIBUTE,-0.079,1,DISTRIBUTE,-0.079,0.0
18,5,3,80,4,7,stormy,100,0.0,8.59,8.59,6.34,12.55,1,DISTRIBUTE,-1.188,1,DISTRIBUTE,-1.188,0.0
18,5,3,81,4,8,stormy,100,0.0,11.28,11.28,6.07,12.69,1,DISTRIBUTE,-0.423,1,DISTRIBUTE,-0.423,0.0
18,5,3,82,4,9,stormy,100,0.0,13.93,13.93,6.39,12.58,1,DISTRIBUTE,-0.027,1,DISTRIBUTE,-0.027,0.0
18,5,3,83,4,10,stormy,100,0.0,11.37,11.37,4.91,6.22,1,DISTRIBUTE,-0.103,1,DISTRIBUTE,-0.103,0.0
18,5,3,84,4,11,stormy,100,0.0,13.38,13.38,4.93,7.25,1,DISTRIBUTE,-0.1226,1,DISTRIBUTE,-0.1226,0.0
18,5,3,85,4,12,stormy,100,0.0,10.53,10.53,4.78,6.77,1,DISTRIBUTE,-0.0752,1,DISTRIBUTE,-0.0752,0.0
18,5,3,86,4,13,stormy,100,0.0,9.74,9.74,4.94,6.04,1,DISTRIBUTE,-0.074,1,DISTRIBUTE,-0.074,0.0
18,5,3,87,4,14,stormy,100,0.0,10.76,10.76,5.41,6.64,1,DISTRIBUTE,-0.0824,1,DISTRIBUTE,-0.0824,0.0
18,5,3,88,4,15,stormy,100,0.0,8.14,8.14,5.4,7.7,1,DISTRIBUTE,-0.0088,1,DISTRIBUTE,-0.0088,0.0
18,5,3,89,4,16,stormy,100,0.0,12.79,12.79,5.14,6.7,1,DISTRIBUTE,-0.1218,1,DISTRIBUTE,-0.1218,0.0
18,5,3,90,4,17,stormy,100,0.0,12.08,12.08,11.93,6.31,2,SELL,1.4411,1,DISTRIBUTE,-0.1154,-1.5565
18,5,3,91,4,18,stormy,100,0.0,12.99,12.99,12.49,12.79,2,SELL,1.6225,1,DISTRIBUTE,-0.004,-1.6265
18,5,3,92,4,19,stormy,100,0.0,11.22,11.22,11.6,11.93,2,SELL,1.3015,1,DISTRIBUTE,-0.213,-1.5145
18,5,3,93,4,20,stormy,100,0.0,12.44,12.44,12.02,11.26,2,SELL,1.4953,1,DISTRIBUTE,-0.0236,-1.5189
18,5,3,94,4,21,stormy,100,0.0,11.9,11.9,6.81,11.95,1,DISTRIBUTE,-0.015,1,DISTRIBUTE,-0.015,0.0
18,5,3,95,4,22,stormy,100,0.0,10.79,10.79,7.49,6.78,1,DISTRIBUTE,-0.0802,1,DISTRIBUTE,-0.0802,0.0
18,5,3,96,4,23,stormy,100,0.0,8.15,8.15,7.4,7.11,1,DISTRIBUTE,-0.0208,1,DISTRIBUTE,-0.0208,0.0
18,5,3,97,5,0,stormy,100,0.0,11.89,11.89,2.92,3.98,1,DISTRIBUTE,-0.1582,1,DISTRIBUTE,-0.1582,0.0
18,5,3,98,5,1,stormy,100,0.0,10.0,10.0,3.21,3.45,1,DISTRIBUTE,-0.131,1,DISTRIBUTE,-0.131,0.0
18,5,3,99,5,2,stormy,100,0.0,9.49,9.49,2.95,4.87,1,DISTRIBUTE,-0.0924,1,DISTRIBUTE,-0.0924,0.0
18,5,3,100,5,3,stormy,100,0.0,9.75,9.75,2.78,3.29,1,DISTRIBUTE,-0.1292,1,DISTRIBUTE,-0.1292,0.0
18,5,3,101,5,4,stormy,100,0.0,11.27,11.27,3.09,4.56,1,DISTRIBUTE,-0.1342,1,DISTRIBUTE,-0.1342,0.0
18,5,3,102,5,5,stormy,100,0.0,9.35,9.35,2.81,4.73,1,DISTRIBUTE,-0.0924,1,DISTRIBUTE,-0.0924,0.0
18,5,3,103,5,6,stormy,100,0.0,10.32,10.32,6.2,7.86,1,DISTRIBUTE,-0.0492,1,DISTRIBUTE,-0.0492,0.0
18,5,3,104,5,7,stormy,100,0.0,11.53,11.53,5.55,12.41,1,DISTRIBUTE,-0.264,1,DISTRIBUTE,-0.264,0.0
18,5,3,105,5,8,stormy,100,0.0,13.72,13.72,6.13,12.31,1,DISTRIBUTE,-0.0282,1,DISTRIBUTE,-0.0282,0.0
18,5,3,106,5,9,stormy,100,0.0,10.47,10.47,5.67,11.67,1,DISTRIBUTE,-0.36,1,DISTRIBUTE,-0.36,0.0
18,5,3,107,5,10,stormy,100,0.0,13.8,13.8,4.74,6.36,1,DISTRIBUTE,-0.1488,1,DISTRIBUTE,-0.1488,0.0
18,5,3,108,5,11,stormy,100,0.0,12.01,12.01,5.01,7.04,1,DISTRIBUTE,-0.0994,1,DISTRIBUTE,-0.0994,0.0
18,5,3,109,5,12,stormy,100,0.0,12.09,12.09,4.53,6.46,1,DISTRIBUTE,-0.1126,1,DISTRIBUTE,-0.1126,0.0
18,5,3,110,5,13,stormy,100,0.0,9.81,9.81,4.96,7.04,1,DISTRIBUTE,-0.0554,1,DISTRIBUTE,-0.0554,0.0
18,5,3,111,5,14,stormy,100,0.0,13.61,13.61,5.04,6.95,1,DISTRIBUTE,-0.1332,1,DISTRIBUTE,-0.1332,0.0
18,5,3,112,5,15,stormy,100,0.0,8.36,8.36,5.01,6.81,1,DISTRIBUTE,-0.031,1,DISTRIBUTE,-0.031,0.0
18,5,3,113,5,16,stormy,100,0.0,11.08,11.08,5.21,7.74,1,DISTRIBUTE,-0.0668,1,DISTRIBUTE,-0.0668,0.0
18,5,3,114,5,17,stormy,100,0.0,12.68,12.68,11.69,6.72,2,SELL,1.4823,1,DISTRIBUTE,-0.1192,-1.6015
18,5,3,115,5,18,stormy,100,0.0,8.79,8.79,11.95,12.4,2,SELL,1.0504,1,DISTRIBUTE,-1.083,-2.1334
18,5,3,116,5,19,stormy,100,0.0,10.75,10.75,11.55,11.1,2,SELL,1.2416,1,DISTRIBUTE,-0.105,-1.3466
18,5,3,117,5,20,stormy,100,0.0,9.51,9.51,12.02,12.31,2,SELL,1.1431,1,DISTRIBUTE,-0.84,-1.9831
18,5,3,118,5,21,stormy,100,0.0,9.22,9.22,7.24,11.11,1,DISTRIBUTE,-0.567,1,DISTRIBUTE,-0.567,0.0
18,5,3,119,5,22,stormy,100,0.0,11.17,11.17,6.71,7.57,1,DISTRIBUTE,-0.072,1,DISTRIBUTE,-0.072,0.0
18,5,3,120,5,23,stormy,100,0.0,13.61,13.61,6.65,6.14,1,DISTRIBUTE,-0.1494,1,DISTRIBUTE,-0.1494,0.0
18,5,3,121,6,0,sunny,100,0.18,2.27,2.45,7.92,4.84,1,DISTRIBUTE,-0.717,1,DISTRIBUTE,-0.717,0.0
18,5,3,122,6,1,sunny,100,0.39,4.45,4.84,7.67,4.96,1,DISTRIBUTE,-0.036,1,DISTRIBUTE,-0.036,0.0
18,5,3,123,6,2,sunny,100,0.27,5.46,5.73,7.74,4.39,0,STORE,-0.2865,0,STORE,-0.2865,0.0
18,5,3,124,6,3,sunny,100,0.46,2.13,2.59,7.65,3.03,1,DISTRIBUTE,-0.132,1,DISTRIBUTE,-0.132,0.0
18,5,3,125,6,4,sunny,100,0.01,3.83,3.84,7.78,3.76,0,STORE,-0.192,0,STORE,-0.192,0.0
18,5,3,126,6,5,sunny,100,0.04,4.75,4.79,7.93,3.52,0,STORE,-0.2395,0,STORE,-0.2395,0.0
18,5,3,127,6,6,sunny,100,0.33,4.87,5.2,15.38,7.68,2,SELL,0.7998,2,SELL,0.7998,0.0
18,5,3,128,6,7,sunny,92.32,4.31,3.64,7.95,14.85,12.64,2,SELL,1.1806,2,SELL,1.1806,0.0
18,5,3,129,6,8,sunny,79.68,7.85,3.47,11.32,14.58,11.4,2,SELL,1.6705,2,SELL,1.6705,0.0
18,5,3,130,6,9,sunny,68.28,10.87,5.73,16.6,14.71,11.25,2,SELL,2.4619,2,SELL,2.4619,0.0
18,5,3,131,6,10,sunny,57.03,13.08,5.85,18.93,12.19,7.81,2,SELL,2.3276,2,SELL,2.3276,0.0
18,5,3,132,6,11,sunny,49.22,14.49,2.04,16.53,12.23,6.3,2,SELL,2.0416,2,SELL,2.0416,0.0
18,5,3,133,6,12,sunny,42.92,15.23,4.62,19.85,12.8,7.02,2,SELL,2.5608,2,SELL,2.5608,0.0
18,5,3,134,6,13,sunny,35.9,14.64,3.45,18.09,12.8,6.66,2,SELL,2.3355,2,SELL,2.3355,0.0
18,5,3,135,6,14,sunny,29.24,13.28,5.52,18.8,12.32,6.64,2,SELL,2.3162,2,SELL,2.3162,0.0
18,5,3,136,6,15,sunny,22.6,11.04,2.45,13.49,12.77,6.33,2,SELL,1.7227,2,SELL,1.7227,0.0
18,5,3,137,6,16,sunny,16.27,7.71,3.7,11.41,12.02,6.92,2,SELL,1.3715,2,SELL,1.3715,0.0
18,5,3,138,6,17,sunny,9.35,4.06,3.85,7.91,30.15,7.18,2,SELL,2.3849,2,SELL,2.3849,0.0
18,5,3,139,6,18,sunny,2.17,0.43,2.94,3.37,30.05,11.87,2,SELL,-3.8373,2,SELL,-3.8373,0.0
18,5,3,140,6,19,sunny,0,0.05,5.29,5.34,30.43,12.58,2,SELL,-4.665,2,SELL,-4.665,0.0
18,5,3,141,6,20,sunny,0,0.15,4.26,4.41,29.8,12.02,2,SELL,-4.6958,2,SELL,-4.6958,0.0
18,5,3,142,6,21,sunny,0,0.12,2.08,2.2,17.25,12.38,2,SELL,-5.8105,2,SELL,-5.8105,0.0
18,5,3,143,6,22,sunny,0,0.3,2.29,2.59,17.25,6.2,2,SELL,-2.6532,2,SELL,-2.6532,0.0
18,5,3,144,6,23,sunny,0,0.01,4.93,4.94,17.52,6.73,2,SELL,-2.4995,2,SELL,-2.4995,0.0
18,5,3,145,7,0,sunny,0,0.25,2.68,2.93,3.48,4.15,1,DISTRIBUTE,-0.366,1,DISTRIBUTE,-0.366,0.0
18,5,3,146,7,1,sunny,0,0.31,4.37,4.68,2.64,4.28,1,DISTRIBUTE,-0.0,0,STORE,-0.0,0.0
18,5,3,147,7,2,sunny,4.68,0.31,5.6,5.91,2.69,3.6,1,DISTRIBUTE,-0.0,0,STORE,-0.0,0.0
18,5,3,148,7,3,sunny,10.59,0.04,4.8,4.84,2.61,3.84,1,DISTRIBUTE,-0.0,0,STORE,-0.0,0.0
18,5,3,149,7,4,sunny,15.43,0.02,4.28,4.3,2.76,4.92,1,DISTRIBUTE,-0.186,1,DISTRIBUTE,-0.186,0.0
18,5,3,150,7,5,sunny,15.43,0.05,3.56,3.61,3.28,4.91,1,DISTRIBUTE,-0.39,1,DISTRIBUTE,-0.39,0.0
18,5,3,151,7,6,sunny,15.43,0.3,5.93,6.23,5.91,6.97,1,DISTRIBUTE,-0.222,1,DISTRIBUTE,-0.222,0.0
18,5,3,152,7,7,sunny,15.43,4.0,3.12,7.12,5.8,12.6,1,DISTRIBUTE,-1.644,1,DISTRIBUTE,-1.644,0.0
18,5,3,153,7,8,sunny,15.43,7.88,2.99,10.87,5.87,11.34,1,DISTRIBUTE,-0.141,1,DISTRIBUTE,-0.141,0.0
18,5,3,154,7,9,sunny,15.43,10.94,4.12,15.06,5.62,12.29,1,DISTRIBUTE,-0.0,0,STORE,-0.0,0.0
18,5,3,155,7,10,sunny,30.49,13.43,3.47,16.9,4.55,7.79,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,156,7,11,sunny,47.39,14.54,3.97,18.51,4.56,7.7,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,157,7,12,sunny,65.9,15.01,4.74,19.75,4.56,6.12,0,STORE,0.02,0,STORE,0.02,0.0
18,5,3,158,7,13,sunny,85.65,14.8,3.4,18.2,5.16,7.91,0,STORE,-0.1925,0,STORE,-0.1925,0.0
18,5,3,159,7,14,sunny,100,13.3,5.91,19.21,5.38,7.32,0,STORE,-0.9605,0,STORE,-0.9605,0.0
18,5,3,160,7,15,sunny,100,11.02,5.24,16.26,4.9,7.11,0,STORE,-0.813,0,STORE,-0.813,0.0
18,5,3,161,7,16,sunny,100,7.57,3.63,11.2,4.7,6.87,0,STORE,-0.56,0,STORE,-0.56,0.0
18,5,3,162,7,17,sunny,100,4.12,5.62,9.74,11.57,6.95,2,SELL,1.1269,2,SELL,1.1269,0.0
18,5,3,163,7,18,sunny,93.05,0.27,3.13,3.4,11.79,12.28,2,SELL,0.4009,2,SELL,0.4009,0.0
18,5,3,164,7,19,sunny,80.77,0.39,4.08,4.47,11.89,12.98,2,SELL,0.5315,2,SELL,0.5315,0.0
18,5,3,165,7,20,sunny,67.79,0.16,2.86,3.02,12.27,11.53,2,SELL,0.3906,2,SELL,0.3906,0.0
18,5,3,166,7,21,sunny,56.26,0.42,5.52,5.94,6.86,12.34,1,DISTRIBUTE,-1.9,1,DISTRIBUTE,-1.9,0.0
18,5,3,167,7,22,sunny,56.26,0.05,2.87,2.92,6.7,6.84,1,DISTRIBUTE,-1.156,1,DISTRIBUTE,-1.156,0.0
18,5,3,168,7,23,sunny,56.26,0.27,2.55,2.82,7.05,6.45,1,DISTRIBUTE,-1.069,1,DISTRIBUTE,-1.069,0.0
19,6,1,1,1,0,sunny,50.0,0.34,4.18,4.52,2.97,3.07,0,STORE,0.02,0,STORE,0.02,0.0
20,6,2,1,1,0,cloudy,50.0,0.09,6.12,6.21,3.22,3.6,0,STORE,0.02,0,STORE,0.02,0.0
20,6,2,2,1,1,cloudy,56.21,0.19,7.15,7.34,3.48,4.08,0,STORE,0.02,0,STORE,0.02,0.0
20,6,2,3,1,2,sunny,63.55,0.49,4.46,4.95,3.15,3.42,0,STORE,0.02,0,STORE,0.02,0.0
20,6,2,4,1,3,sunny,68.5,0.25,2.51,2.76,2.99,4.01,1,DISTRIBUTE,-0.355,1,DISTRIBUTE,-0.355,0.0
20,6,2,5,1,4,sunny,68.5,0.2,5.58,5.78,2.65,3.06,0,STORE,0.02,0,STORE,0.02,0.0
20,6,2,6,1,5,cloudy,74.28,0.18,4.38,4.56,2.54,4.75,1,DISTRIBUTE,-0.037,1,DISTRIBUTE,-0.037,0.0
20,6,2,7,1,6,sunny,74.28,0.19,2.27,2.46,6.13,6.99,1,DISTRIBUTE,-1.339,1,DISTRIBUTE,-1.339,0.0
20,6,2,8,1,7,sunny,74.28,4.26,5.76,10.02,5.59,11.85,1,DISTRIBUTE,-0.529,1,DISTRIBUTE,-0.529,0.0
20,6,2,9,1,8,sunny,74.28,7.92,2.04,9.96,6.13,11.9,1,DISTRIBUTE,-0.562,1,DISTRIBUTE,-0.562,0.0
20,6,2,10,1,9,sunny,74.28,10.67,3.37,14.04,6.21,12.05,0,STORE,0.02,0,STORE,0.02,0.0
20,6,2,11,1,10,sunny,88.32,13.16,3.74,16.9,5.13,7.88,0,STORE,-0.261,0,STORE,-0.261,0.0
20,6,2,12,1,11,sunny,100,14.91,4.7,19.61,4.51,6.7,0,STORE,-0.9805,0,STORE,-0.9805,0.0
20,6,2,13,1,12,sunny,100,15.39,4.37,19.76,4.74,6.79,0,STORE,-0.988,0,STORE,-0.988,0.0
20,6,2,14,1,13,sunny,100,14.73,4.45,19.18,4.88,6.75,0,STORE,-0.959,0,STORE,-0.959,0.0
20,6,2,15,1,14,sunny,100,13.22,4.67,17.89,5.13,6.48,0,STORE,-0.8945,0,STORE,-0.8945,0.0
